word,frequency,rate
うぶ,1,0.000
森,12,0.000
小さ,5,0.000
ＰＴ,1,0.000
盲学校,2,0.000
うた,5,0.000
冬休み,31,0.000
やさしい,16,0.000
かたち,57,0.000
ドット,4,0.000
ブフロ,1,0.000
強気,2,0.000
ホタテ,10,0.000
大仏,2,0.000
下痢,6,0.000
孫悟空,2,0.000
振る舞っ,1,0.000
頭痛,2,0.000
準備,56,0.000
読も,7,0.000
ふんばっ,1,0.000
ゴイーン,1,0.000
ドバッ,1,0.000
ずっしり,2,0.000
第三者,2,0.000
しゅうと,4,0.000
混み,3,0.000
県人,4,0.000
スポーツカー,13,0.000
分厚い,6,0.000
削れ,1,0.000
ファクター,4,0.000
アート,8,0.000
秒間,1,0.000
包ん,9,0.000
爆撃,3,0.000
飾ら,2,0.000
ＰＲ,1,0.000
取り置き,2,0.000
ょっとおやじっぽくなってきちゃったじゃ,1,0.000
そのまま,134,0.000
098,32,0.000
表面,2,0.000
寛大,1,0.000
日刊,4,0.000
鳴らす,1,0.000
万札,1,0.000
片一方,2,0.000
造ろ,1,0.000
無理,273,0.000
出し合っ,2,0.000
食いつなぐ,1,0.000
女学院,2,0.000
盗ま,5,0.000
表裏,2,0.000
ぐにわかるってもんでもないから,1,0.000
立ち読み,2,0.000
譲ろ,1,0.000
樽,2,0.000
割烹,1,0.000
ほど,128,0.000
泥水,1,0.000
選択肢,12,0.000
トスカーナ,1,0.000
ＫＤＤＩ,2,0.000
サンシャイン,9,0.000
大,355,0.000
洗っ,32,0.000
専業,8,0.000
食らい,1,0.000
新聞,80,0.000
キリスト教,5,0.000
折れる,3,0.000
魂,4,0.000
さっぱり,22,0.000
メロディ,1,0.000
おこし,6,0.000
学級,7,0.000
読む,86,0.000
使う,205,0.000
持ち帰り,9,0.000
モルモット,1,0.000
応答,3,0.000
護国寺,6,0.000
露天風呂,2,0.000
ょっとしゃびしゃびだったような,1,0.000
上限,1,0.000
ヒョー,3,0.000
絵日記,1,0.000
かっこよくっ,1,0.000
センセー,1,0.000
家賃,17,0.000
日保ち,1,0.000
広かっ,2,0.000
障害,20,0.000
届け,16,0.000
経済学部,4,0.000
球根,3,0.000
仕出,3,0.000
ほお,61,0.000
左側,8,0.000
お話,31,0.000
エジンバラ,2,0.000
サンタ,4,0.000
りゅう,4,0.000
割り勘,2,0.000
おいしく,66,0.000
見合わせ,1,0.000
届,1,0.000
翻訳,24,0.000
もち屋,1,0.000
チゲー,1,0.000
いたも,3,0.000
ざよいざよいざ,1,0.000
傷付け,1,0.000
単純,19,0.000
日蓮宗,1,0.000
開けっぱなし,1,0.000
えさやり,1,0.000
断わっ,4,0.000
中１,5,0.000
見方,9,0.000
十分,59,0.000
にくい,67,0.000
まるで,10,0.000
厚,4,0.000
目白,13,0.000
ミセス,3,0.000
キャメロン・ディアス,5,0.000
信号,21,0.000
すっ,79,0.000
地場,4,0.000
セルシオ,1,0.000
さつまいも,1,0.000
ゴッドファーザー,2,0.000
自分勝手,1,0.000
廃油,2,0.000
強引,6,0.000
ロートレック,2,0.000
バンブー,1,0.000
心して,1,0.000
ぬる,1,0.000
語れ,1,0.000
ダダダダーッ,1,0.000
かから,19,0.000
雑音,15,0.000
住ま,3,0.000
引け,1,0.000
ビタミンＥ,1,0.000
スポンサー,1,0.000
回れる,1,0.000
インデックス,1,0.000
くぼん,1,0.000
与えよ,1,0.000
といった,1,0.000
抽出,1,0.000
そ,785,0.001
円,655,0.000
内側,3,0.000
金持ち,33,0.000
性能,4,0.000
呼び名,1,0.000
優雅,3,0.000
聞きにくい,2,0.000
争い,3,0.000
公開,24,0.000
土手,6,0.000
捨てよ,1,0.000
結果,40,0.000
ギャートルズ,1,0.000
援助,1,0.000
恐怖症,2,0.000
ドス,1,0.000
画集,3,0.000
老眼,3,0.000
わたくし,4,0.000
運命,11,0.000
そで,6,0.000
おしゃま,1,0.000
読み物,2,0.000
ところで,12,0.000
だらけ,24,0.000
ほっとけ,12,0.000
ぽくっ,6,0.000
年子,5,0.000
とう,23,0.000
捕まえ,5,0.000
すし,26,0.000
ロマン,2,0.000
お隣,12,0.000
さる,2,0.000
やらかし,2,0.000
ダーク,2,0.000
ハラ,2,0.000
工芸,4,0.000
エロ,8,0.000
破格,1,0.000
大須,9,0.000
ひいき,2,0.000
ユウ,1,0.000
休ん,43,0.000
天,4,0.000
代々,1,0.000
獅子頭,1,0.000
そのー,263,0.000
ペプシ,1,0.000
育た,2,0.000
ぴゅ,1,0.000
魔術,10,0.000
集合,21,0.000
協賛,2,0.000
叩か,2,0.000
やむにやまれず,1,0.000
小学館,1,0.000
身,32,0.000
日間,36,0.000
突き詰め,2,0.000
ミニアチュア,1,0.000
ょこう,1,0.000
こける,1,0.000
オートリバース,3,0.000
重臣,1,0.000
少なから,1,0.000
ゃいけないってこと,1,0.000
丈,1,0.000
アブ,4,0.000
やく,5,0.000
つくね,2,0.000
スクール,12,0.000
一括,2,0.000
モー娘。,3,0.000
達人,1,0.000
すり減っ,1,0.000
飛び乗っ,2,0.000
商店,7,0.000
長け,1,0.000
建て替え,3,0.000
英文,22,0.000
ニフティ,5,0.000
折っ,7,0.000
031,30,0.000
本能,5,0.000
傾い,1,0.000
マルクス,1,0.000
親類,2,0.000
着々,3,0.000
ふざけん,2,0.000
米国,1,0.000
ゴロッ,1,0.000
ＯＦ,2,0.000
たち,701,0.000
しまう,77,0.000
挙げ,12,0.000
ひっくり返す,3,0.000
心筋梗塞,3,0.000
合え,2,0.000
扁桃腺,5,0.000
インディカ,1,0.000
】,384,0.000
減っ,32,0.000
ロフト,1,0.000
ょと,1,0.000
141,8,0.000
音程,1,0.000
ょっとしてかないとこれねえ,1,0.000
信用金庫,5,0.000
ゃんええかげんやねん,1,0.000
たって,225,0.000
怖くっ,4,0.000
雲仙,1,0.000
展望,1,0.000
日本国,2,0.000
スイス,8,0.000
聖子,5,0.000
悩み,9,0.000
たれさがっ,1,0.000
狭く,7,0.000
答え,45,0.000
刷り,1,0.000
釣り堀,1,0.000
調節,12,0.000
申し送り,1,0.000
困り,6,0.000
うかと,1,0.000
描い,41,0.000
蜂,3,0.000
漬かっ,1,0.000
とりあえ,1,0.000
カタカター,1,0.000
剤,10,0.000
ケチ,2,0.000
一周,8,0.000
食材,5,0.000
外観,2,0.000
プロブレム,1,0.000
赤み,1,0.000
早,15,0.000
ハイカラ,1,0.000
飛び越え,2,0.000
実績,1,0.000
電子,12,0.000
バディ,2,0.000
アドミッションズオフィス,3,0.000
生える,4,0.000
サンキュー,6,0.000
勤め,45,0.000
ヒアリング,4,0.000
たくましく,4,0.000
ししょ,1,0.000
室蘭,1,0.000
ゃいけなかったけどお,1,0.000
フラジャエル,1,0.000
所見,1,0.000
やってくん,1,0.000
議,1,0.000
ゃべんないと,2,0.000
加入,8,0.000
シフォン,13,0.000
組み方,1,0.000
ぎゅぎゅ,1,0.000
表そ,1,0.000
来,1220,0.001
高かっ,23,0.000
ジャイアンツ,5,0.000
ばっち,10,0.000
文体,2,0.000
066,1,0.000
埋まっ,11,0.000
吸う,6,0.000
つぎ足す,3,0.000
浸透,2,0.000
ウイルス,20,0.000
自然,72,0.000
プリウス,4,0.000
刺し身,2,0.000
ペンギン,1,0.000
片手,4,0.000
妥当,1,0.000
満々,7,0.000
アドミッションオフ,1,0.000
一郎,1,0.000
何と,14,0.000
試食,2,0.000
ハイライト,3,0.000
締め切り,10,0.000
ほこ,1,0.000
姫,9,0.000
プツッ,2,0.000
自習,3,0.000
コンサート,15,0.000
ショット,3,0.000
徴収,1,0.000
村上,2,0.000
手当たり,1,0.000
戻っ,83,0.000
かかわら,10,0.000
先進,3,0.000
サトイモ,16,0.000
シャガール,6,0.000
滑る,4,0.000
粗悪,1,0.000
見本,4,0.000
どうのこうの,26,0.000
留年,3,0.000
設置,2,0.000
パーク,7,0.000
ハト,3,0.000
黒め,1,0.000
ヘーゼル,1,0.000
飛べる,1,0.000
ずい,2,0.000
けちけち,5,0.000
きはじめる,1,0.000
無臭,1,0.000
おけ,15,0.000
筑波,4,0.000
金髪,4,0.000
おにぎり,18,0.000
話し掛け,2,0.000
ガリ,2,0.000
急ぎ,2,0.000
かわいがら,4,0.000
取り替え,1,0.000
アルカリ性,1,0.000
文学,53,0.000
取りやめ,1,0.000
閉めろ,4,0.000
チュリソー,1,0.000
引き受ける,6,0.000
当たり前,1,0.000
振れよ,2,0.000
傾ける,1,0.000
パターン,18,0.000
貴乃花,4,0.000
ミニバス,5,0.000
蒲,15,0.000
祖母,7,0.000
悪口,5,0.000
明細,1,0.000
基調,1,0.000
付け加え,1,0.000
ガッキー,4,0.000
よそっ,1,0.000
ょっか,1,0.000
頭文字,1,0.000
毛頭ない,1,0.000
混乱,8,0.000
ウェディング,6,0.000
あけれ,1,0.000
すべる,1,0.000
根本,5,0.000
ｖｅｒｂ,2,0.000
わすれ,1,0.000
つい,195,0.000
黄,1,0.000
文子,2,0.000
封建,1,0.000
テス,3,0.000
主語,1,0.000
輪ゴム,1,0.000
アレフ,1,0.000
枯渇,1,0.000
重視,15,0.000
しっくり,4,0.000
重版,1,0.000
拾え,5,0.000
べつに,75,0.000
送り込む,1,0.000
講堂,1,0.000
るる,2,0.000
名称,1,0.000
声明,4,0.000
スープ,29,0.000
やんちゃ,2,0.000
松嶋,1,0.000
母上,4,0.000
ＬＹ,1,0.000
零,3,0.000
さけ,1,0.000
帰り際,1,0.000
仮に,2,0.000
ドキュメント,1,0.000
プレフェリーシ,3,0.000
傷心,1,0.000
ベーナー,6,0.000
前日,4,0.000
火炎瓶,1,0.000
たき,8,0.000
カイコ,8,0.000
づち,1,0.000
ハッピーエンド,2,0.000
不公平,1,0.000
樹木,1,0.000
新し,1,0.000
メルヘン,1,0.000
ゃいけないんだったら,1,0.000
過ぎる,18,0.000
さつま揚げ,3,0.000
お飾り,1,0.000
信濃町,3,0.000
チャンチャンバラ,1,0.000
やき,1,0.000
めく,1,0.000
ぞ,109,0.000
ビックリドンキー,1,0.000
きつかっ,2,0.000
ロードショー,1,0.000
やつ,996,0.001
やれる,12,0.000
作ろ,14,0.000
アポ,7,0.000
嫁さん,14,0.000
ひい,29,0.000
イン,26,0.000
返信,1,0.000
借りる,16,0.000
本人,64,0.000
招待,8,0.000
べ,107,0.000
決定,4,0.000
鵜飼い,1,0.000
帰し,2,0.000
ボイス,7,0.000
貧乏人,1,0.000
思い入れ,3,0.000
取り壊す,2,0.000
繰り返す,3,0.000
憤死,1,0.000
ＲＯＭ,5,0.000
ほどこ,1,0.000
ファイル,18,0.000
上がり,4,0.000
ぐるぐる,13,0.000
ｔｈｅｏｒｅｔｉｃａｌ,2,0.000
パルクモンスリー,2,0.000
パフ,1,0.000
カットソー,1,0.000
そっくり,16,0.000
なみ,1,0.000
並行,4,0.000
機材,2,0.000
相性,6,0.000
パワーアップ,1,0.000
内職,3,0.000
涼しげ,4,0.000
サラダ,52,0.000
おって,4,0.000
絶やす,1,0.000
かしこ,1,0.000
取り込む,1,0.000
ゃっていうのはあってもあとは,1,0.000
爆破,2,0.000
田窪,1,0.000
読者,4,0.000
勉強,292,0.000
他人,10,0.000
催促,5,0.000
ゲーッ,1,0.000
替わる,3,0.000
転居,3,0.000
学,122,0.000
バー,24,0.000
満喫,1,0.000
南側,2,0.000
奨励,1,0.000
ＩＴ,2,0.000
ミシガン,6,0.000
早速,10,0.000
導い,1,0.000
訳者,1,0.000
アミノサプリ,1,0.000
文科,4,0.000
団体,13,0.000
枝,7,0.000
創刊,1,0.000
ょっといじくんないとこれもったいないなと,1,0.000
事欠か,1,0.000
カルカッソンヌ,4,0.000
たかなっ,1,0.000
だらし,4,0.000
ルトゥルテ,1,0.000
井戸端,1,0.000
むだ,30,0.000
缶詰,5,0.000
ハナ,3,0.000
テレホンカード,4,0.000
弥富通,1,0.000
昔,348,0.000
かぶれる,1,0.000
地道,2,0.000
ぎこちない,1,0.000
至急,1,0.000
オーロラ,4,0.000
邪,1,0.000
らん,32,0.000
もしも,19,0.000
しらん,8,0.000
それぞれ,43,0.000
常連,1,0.000
陥る,1,0.000
見守る,1,0.000
恭子,1,0.000
街頭,2,0.000
別館,1,0.000
シュレック,14,0.000
侵害,2,0.000
高崎,6,0.000
ピピピピピ,2,0.000
集まれる,4,0.000
沸き,2,0.000
ぺらぺら,6,0.000
増血剤,1,0.000
望ましい,4,0.000
ほほ,7,0.000
びびら,1,0.000
ゃあおもしろいおもしろいやってみようって,1,0.000
自衛隊,2,0.000
イギリ,1,0.000
戻る,23,0.000
暮し,3,0.000
ベルドゥーラ,2,0.000
当たん,1,0.000
片側,1,0.000
ウェブ,11,0.000
かんだかし,1,0.000
ミルクティ,2,0.000
切手,13,0.000
受かろ,1,0.000
ープロジェクト,1,0.000
：＊＊＊,1,0.000
思い出す,16,0.000
雪どけ,4,0.000
シーリゾート,1,0.000
たまり,5,0.000
一石二鳥,1,0.000
フロイト,5,0.000
川柳,9,0.000
先,158,0.000
河原,5,0.000
感心,16,0.000
育ち,5,0.000
なぐり,1,0.000
たまげる,1,0.000
ハーマイオニー,5,0.000
入れ替わる,1,0.000
パク,3,0.000
排水,2,0.000
待ち遠しく,2,0.000
きわまり,1,0.000
トポス,1,0.000
急行,2,0.000
空き地,3,0.000
幸せ,36,0.000
ぼんぼん,4,0.000
全力,5,0.000
言い換え,2,0.000
いかに,10,0.000
招く,1,0.000
冷え込ん,1,0.000
開封,1,0.000
モス,20,0.000
最中,6,0.000
ゼロ,34,0.000
もう一度,4,0.000
夜泣き,4,0.000
ポスティングシステム,1,0.000
東神楽,1,0.000
ナラティブ,1,0.000
ボー,10,0.000
小さくっ,2,0.000
させる,6,0.000
リピーター,1,0.000
広くっ,5,0.000
ほっとか,2,0.000
タシケント,3,0.000
上小田井,2,0.000
はかなきゃ,1,0.000
しばる,1,0.000
各地,1,0.000
聞か,144,0.000
Ｄ,405,0.000
自身,28,0.000
ティッシュ,14,0.000
浜田,3,0.000
温め,7,0.000
骨つぼ,4,0.000
げし,1,0.000
つまされ,1,0.000
ベテラン,3,0.000
フリマ,1,0.000
吐き気,2,0.000
あみ,6,0.000
激しい,10,0.000
ビリ,4,0.000
焦げ,5,0.000
ほめる,1,0.000
泊め,9,0.000
乗れん,2,0.000
症状,11,0.000
ドゥー・ピ,1,0.000
裏話,1,0.000
音声,46,0.000
礼儀,1,0.000
ラーラーラーラーララー,1,0.000
何時,17,0.000
ホリデー,3,0.000
楽しく,29,0.000
棟,13,0.000
服装,12,0.000
ランディ,1,0.000
三好,1,0.000
ブルーハーツ,1,0.000
固定,18,0.000
ポローッ,1,0.000
東名,3,0.000
ぞっと,1,0.000
江,4,0.000
振る舞う,1,0.000
たんか,1,0.000
慌て,9,0.000
苦手,21,0.000
収集,6,0.000
破片,1,0.000
交互,3,0.000
大笑い,4,0.000
ヤマザキ,5,0.000
間投詞,2,0.000
おめざ,1,0.000
不評,3,0.000
大御所,4,0.000
こげる,3,0.000
あらそ,3,0.000
適,1,0.000
えむ,1,0.000
フィリップス,2,0.000
スキューバ,2,0.000
たらし,3,0.000
成長,3,0.000
人騒がせ,1,0.000
方々,5,0.000
ゃあみゃあ,8,0.000
替える,5,0.000
フランチャイズ,1,0.000
りんご,1,0.000
冬場,3,0.000
突っつこ,1,0.000
いっぺんに,4,0.000
ぎり,1,0.000
報道,1,0.000
カツラ,2,0.000
見づらい,2,0.000
やせ細っ,2,0.000
ボコボ,1,0.000
紳士,2,0.000
浜崎,3,0.000
取り消し,2,0.000
刺さる,3,0.000
感染,5,0.000
サンタフェ,4,0.000
もう少し,38,0.000
専属,1,0.000
アップル,5,0.000
争わ,2,0.000
巡業,1,0.000
はりまや橋,1,0.000
地震,13,0.000
ヘルツ,3,0.000
句,11,0.000
044,1,0.000
いびき,3,0.000
ヒヤッ,3,0.000
ぱいやらなくちゃいけないことがあるんだ,1,0.000
二の腕,1,0.000
撮っ,102,0.000
からくっ,1,0.000
つて,11,0.000
橋西,2,0.000
ともこ,1,0.000
渋く,1,0.000
軽油,1,0.000
とろける,2,0.000
青年,2,0.000
さす,5,0.000
固執,1,0.000
バルチャース,3,0.000
関節,6,0.000
捨てれ,4,0.000
人数,33,0.000
ボーイ,13,0.000
パック,17,0.000
景気,4,0.000
念仏,1,0.000
よぼよぼ,1,0.000
研究,263,0.000
この方,1,0.000
従業,6,0.000
文庫,22,0.000
ポトフ,2,0.000
すごそ,2,0.000
遭い,1,0.000
習作,1,0.000
エキストラ,2,0.000
アルデオ,1,0.000
こりゃー,2,0.000
上,423,0.000
あんま,151,0.000
フラフラ,4,0.000
渡さ,7,0.000
周囲,2,0.000
まっとう,1,0.000
銃撃,1,0.000
当,1,0.000
受け答え,1,0.000
潔癖,4,0.000
生真面目,1,0.000
くだい,4,0.000
思い立っ,4,0.000
円滑,1,0.000
囚人,3,0.000
吟味,1,0.000
カウンター,12,0.000
ぐだぐだになっちゃったらもう,1,0.000
いが,4,0.000
なんぞ,1,0.000
掛かる,26,0.000
オースティン・パワーズ,2,0.000
しゃきしゃき,1,0.000
フシギダネ,2,0.000
よろいかぶと,1,0.000
さばく,2,0.000
持っ,957,0.001
玉,17,0.000
がち,14,0.000
チュッ,1,0.000
ぎはぎみたいなもの,1,0.000
パンケーキ,3,0.000
まく,2,0.000
とろ火,3,0.000
下がれ,1,0.000
あのー,2006,0.001
ツッテンツッテンツッテン,1,0.000
渡り廊下,1,0.000
ガソリン,10,0.000
まさに,11,0.000
食え,17,0.000
集金,2,0.000
火水,5,0.000
模型,3,0.000
取り込ん,8,0.000
すぐれ,1,0.000
アパート,35,0.000
迷惑,39,0.000
上司,15,0.000
蓄え,7,0.000
プラモデル,1,0.000
中毒,2,0.000
いわゆる,66,0.000
ポロポロ,6,0.000
ベイビー,6,0.000
誘う,3,0.000
山形,5,0.000
出会わ,1,0.000
くるし,6,0.000
ＭＤ,83,0.000
中っ,5,0.000
弱み,1,0.000
家事,31,0.000
不動産,5,0.000
はい,2484,0.002
ばあさん,4,0.000
お済み,1,0.000
温度,3,0.000
割引,21,0.000
ゃいけなくなるから,1,0.000
赤貝,5,0.000
ムツゴロウ,1,0.000
菅野,5,0.000
書物,4,0.000
ゃうちゃうちゃうちゃう,5,0.000
建国,3,0.000
ねじっ,3,0.000
オールスター,1,0.000
手芸,1,0.000
返,1,0.000
アルベ,1,0.000
広げ,13,0.000
賞味,4,0.000
はれ物,1,0.000
神,13,0.000
共演,2,0.000
インタミディエート・ワン,1,0.000
とこ,818,0.001
矢作川,1,0.000
賠償,1,0.000
国公立,6,0.000
出動,2,0.000
カメラマン,3,0.000
ブロード,10,0.000
空か,1,0.000
成仏,1,0.000
メゾネット,2,0.000
しゅっぱん,1,0.000
ガシガシガシ,1,0.000
悪徳,1,0.000
桃,2,0.000
青空,12,0.000
衡公,1,0.000
ネット,13,0.000
一致,8,0.000
舞い込ん,1,0.000
絨毯,2,0.000
トンガ,2,0.000
ひどい,74,0.000
ホワイト,4,0.000
難民,3,0.000
丸め,4,0.000
いとっ,1,0.000
ゅうかね,2,0.000
身障者,1,0.000
若返る,1,0.000
モミ,1,0.000
かおる,1,0.000
大井,3,0.000
旧暦,2,0.000
ウェデングマーチ,1,0.000
教頭,1,0.000
タオル,6,0.000
定収入,1,0.000
共起,5,0.000
方法,18,0.000
著者,3,0.000
手先,3,0.000
飲めん,1,0.000
解約,3,0.000
ゃべったことないからわかんないけど,1,0.000
きれん,1,0.000
割合,15,0.000
セクシー,8,0.000
アンパン,1,0.000
妥協,4,0.000
顧客,1,0.000
キモイ,1,0.000
オーシャンズ,1,0.000
会っ,207,0.000
かま,21,0.000
態度,25,0.000
はて,2,0.000
消防署,3,0.000
さらう,1,0.000
堪能,1,0.000
どっこいしょ,1,0.000
国籍,8,0.000
おいで,13,0.000
北斗,1,0.000
中日,9,0.000
ぱつぱつだった,1,0.000
こおろ,2,0.000
はやる,8,0.000
だに,4,0.000
グリコ,1,0.000
見放さ,1,0.000
ＧＬＡＹ,2,0.000
塗っ,23,0.000
弾く,2,0.000
すたれ,2,0.000
粘る,1,0.000
ペネロペ・フル,1,0.000
映,1,0.000
デイリーヤマザキ,2,0.000
画面,20,0.000
比率,2,0.000
立ち会わ,1,0.000
異例,1,0.000
ウィルス,5,0.000
ふりかけ,1,0.000
アンダー,3,0.000
語れる,3,0.000
うらやまし,3,0.000
単語,30,0.000
雑巾,1,0.000
せがむ,1,0.000
ほうし,1,0.000
文明,1,0.000
こわ,9,0.000
リーダー,5,0.000
ボトル,6,0.000
しろうと,2,0.000
仲間外れ,1,0.000
雪国,2,0.000
ほりゃ,11,0.000
ちゃえ,38,0.000
娯楽,2,0.000
番組,37,0.000
せよ,16,0.000
配列,2,0.000
もてあそん,1,0.000
トヨ,1,0.000
ミニ,12,0.000
バーバリー,4,0.000
クリーム,18,0.000
がり,6,0.000
ナオコ,2,0.000
夜食,1,0.000
折り紙,5,0.000
多治見,6,0.000
修羅場,1,0.000
計画,31,0.000
減る,19,0.000
地盤,2,0.000
使い分け,2,0.000
下敷き,6,0.000
公団,1,0.000
建て,31,0.000
痛々しく,1,0.000
小売,1,0.000
親しかっ,2,0.000
スワヒリ,2,0.000
寒,31,0.000
組み合わせ,5,0.000
銀,9,0.000
売れん,1,0.000
毎回,36,0.000
くどく,3,0.000
ドイト,1,0.000
納豆,16,0.000
座り,9,0.000
運送,2,0.000
母方,4,0.000
終わっ,282,0.000
なきゃ,499,0.000
大船,3,0.000
レッツゴー,1,0.000
脱落,2,0.000
馬鹿,1,0.000
はきはき,5,0.000
発声,20,0.000
マナー,8,0.000
かゆう,4,0.000
シュワップス,2,0.000
飲ん,202,0.000
かびん,1,0.000
手持,1,0.000
113,3,0.000
144,2,0.000
ソフトクリーム,2,0.000
オオカミ,1,0.000
味わい,1,0.000
生かせ,2,0.000
風上,2,0.000
冷め,3,0.000
白身,5,0.000
ネクタイ,5,0.000
いやさ,1,0.000
こりこり,4,0.000
肝硬変,1,0.000
イギリス,73,0.000
かなり,204,0.000
薬,94,0.000
ユッ,1,0.000
カン,9,0.000
埼玉,10,0.000
肥,1,0.000
周辺,9,0.000
しし,2,0.000
コンテクスト,4,0.000
しかして,2,0.000
寝せる,1,0.000
左折,5,0.000
室長,4,0.000
メリーゴーランド,2,0.000
ゅうかなあ,2,0.000
薄める,2,0.000
蘭,1,0.000
くっ,39,0.000
告訴,1,0.000
度目,9,0.000
優し,5,0.000
カラオケ,16,0.000
文型,3,0.000
づきあい,2,0.000
たたか,5,0.000
ひさし,2,0.000
にじ,3,0.000
製,2,0.000
グラフ,3,0.000
043,2,0.000
チャーラララ,1,0.000
風呂敷,2,0.000
空気,19,0.000
川端,5,0.000
串カツ,1,0.000
日比野,1,0.000
増補,2,0.000
消さ,3,0.000
きゅうす,5,0.000
あえて,14,0.000
おもしろけりゃ,1,0.000
わかる,580,0.000
忙しくっ,4,0.000
プラス,39,0.000
心臓,16,0.000
立教,2,0.000
ゃんってったらおいでおいでだけどさ,1,0.000
安産,2,0.000
ぐにゃってやってるからなのかが,1,0.000
グリム,1,0.000
部室,2,0.000
テレビ,198,0.000
フォレストパーク,3,0.000
つけん,2,0.000
問っ,1,0.000
覆そ,1,0.000
のす,3,0.000
ローデンブルク,2,0.000
ペラペラ,4,0.000
ファイト,2,0.000
つかみ取り,1,0.000
縮,3,0.000
あい,37,0.000
こと,4274,0.003
引っ越す,9,0.000
ラブストーリー,4,0.000
ルーマニア,2,0.000
切符,24,0.000
ザビエル,1,0.000
超える,2,0.000
着陸,1,0.000
塗る,6,0.000
ゃべってくれればいいんだけど,2,0.000
ベートーベン,1,0.000
よだっ,1,0.000
ついてん,2,0.000
薄着,1,0.000
残し,16,0.000
値下げ,1,0.000
地下,21,0.000
チャーシュー,5,0.000
正,2,0.000
ゅって,6,0.000
目通し,1,0.000
編み込ん,1,0.000
アーバンライナー,3,0.000
マンション,31,0.000
